Attrition,DistanceFromHome,EmployeeNumber,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,PercentSalaryHike,StandardHours,Employee Last Date,Attrition Month
No,2,734,2,3,6,No,13,80,,
No,2,736,2,3,6,No,13,80,,
No,2,737,2,3,6,No,13,80,,
No,1,738,3,0,0,No,13,80,,
No,7,1097,3,3,7,No,14,80,,
No,5,1099,2,0,5,Yes,12,80,,
No,5,1101,2,0,5,Yes,12,80,,
No,5,1102,2,0,5,Yes,12,80,,
No,5,1105,2,0,5,Yes,12,80,,
No,5,1107,2,0,5,Yes,12,80,,
No,5,1109,3,0,4,No,18,80,,
No,5,1110,4,13,11,No,19,80,,
No,5,1130,2,0,5,Yes,12,80,,
No,5,1131,2,0,5,Yes,12,80,,
No,5,1133,3,1,2,No,13,80,,
No,2,1134,3,0,0,No,11,80,,
No,2,1138,3,0,0,No,11,80,,
No,2,1139,3,0,0,No,11,80,,
No,2,1141,3,0,0,No,11,80,,
No,2,1272,3,0,0,No,11,80,,
No,2,1273,3,0,0,No,11,80,,
No,2,1277,3,0,0,No,11,80,,
No,2,1278,3,0,0,No,11,80,,
No,5,1279,3,2,2,No,13,80,,
No,5,1280,3,2,2,No,13,80,,
No,5,1284,3,2,2,No,13,80,,
No,5,1285,3,2,2,No,13,80,,
No,5,1301,3,2,2,No,13,80,,
No,5,1303,3,2,2,No,13,80,,
No,5,1305,3,2,2,No,13,80,,
No,5,1306,3,2,2,No,13,80,,
No,1,1310,3,7,8,Yes,22,80,,
No,1,1312,3,7,8,Yes,22,80,,
No,1,1313,3,7,8,Yes,22,80,,
No,1,1614,3,7,8,Yes,22,80,,
No,1,1616,3,7,8,Yes,22,80,,
No,1,1618,3,7,8,Yes,22,80,,
No,1,1619,3,7,8,Yes,22,80,,
No,1,1622,3,7,8,Yes,22,80,,
No,1,1624,2,13,8,Yes,12,80,,
No,1,1626,2,13,8,Yes,12,80,,
No,1,1627,2,13,8,Yes,12,80,,
No,1,1708,2,13,8,Yes,12,80,,
No,1,1710,2,13,8,Yes,12,80,,
No,1,1711,2,13,8,Yes,12,80,,
No,1,1712,2,13,8,Yes,12,80,,
No,1,1715,2,13,8,Yes,12,80,,
No,1,1717,3,0,4,No,23,80,,
No,1,1718,3,0,4,No,23,80,,
No,1,1719,3,0,4,No,23,80,,
No,1,1722,3,0,4,No,23,80,,
No,1,1724,3,0,4,No,23,80,,
No,1,1726,3,0,4,No,23,80,,
No,1,1727,3,0,4,No,23,80,,
No,1,1731,3,0,4,No,23,80,,
No,1,1733,3,0,9,No,17,80,,
No,1,1734,3,0,9,No,17,80,,
No,1,2081,3,0,9,No,17,80,,
No,1,2082,3,0,9,No,17,80,,
No,1,2086,3,0,9,No,17,80,,
No,1,2087,3,0,9,No,17,80,,
No,1,2089,3,0,9,No,17,80,,
No,6,2090,3,5,7,No,16,80,,
No,6,2094,3,5,7,No,16,80,,
No,6,2095,3,5,7,No,16,80,,
No,6,2241,3,5,7,No,16,80,,
No,6,2242,3,5,7,No,16,80,,
No,6,2246,3,5,7,No,16,80,,
No,6,2247,3,5,7,No,16,80,,
No,6,2249,3,5,7,No,16,80,,
No,6,2250,3,0,2,Yes,22,80,,
No,6,2254,3,0,2,Yes,22,80,,
No,6,2255,3,0,2,Yes,22,80,,
No,6,2397,3,0,2,Yes,22,80,,
No,6,2400,3,0,2,Yes,22,80,,
No,6,2403,3,0,2,Yes,22,80,,
No,6,2404,3,0,2,Yes,22,80,,
No,6,2405,3,0,2,Yes,22,80,,
No,1,2408,3,0,0,No,13,80,,
No,1,2411,3,0,0,No,13,80,,
No,1,2412,3,0,0,No,13,80,,
No,1,2553,3,0,0,No,13,80,,
No,1,2554,3,0,0,No,13,80,,
No,1,2555,3,0,0,No,13,80,,
No,1,2556,3,0,0,No,13,80,,
No,4,2557,2,7,7,Yes,18,80,,
No,4,2558,2,7,7,Yes,18,80,,
No,4,2559,2,7,7,Yes,18,80,,
No,4,2560,2,7,7,Yes,18,80,,
No,4,2561,2,7,7,Yes,18,80,,
No,4,2562,2,7,7,Yes,18,80,,
No,4,2563,2,7,7,Yes,18,80,,
No,4,2564,2,7,7,Yes,18,80,,
No,7,2565,3,5,7,No,23,80,,
No,7,2566,3,5,7,No,23,80,,
No,7,2567,3,5,7,No,23,80,,
No,7,2784,3,5,7,No,23,80,,
No,7,2786,3,5,7,No,23,80,,
No,7,2790,3,5,7,No,23,80,,
No,7,2791,3,5,7,No,23,80,,
No,7,2792,3,5,,No,23,80,,
No,9,2794,4,0,7,No,17,80,,
No,9,2798,4,0,7,No,17,80,,
No,9,2799,4,0,7,No,17,80,,
No,9,3702,4,0,7,No,17,80,,
No,9,3704,4,0,7,No,17,80,,
No,9,3705,4,0,7,No,17,80,,
No,9,3706,4,0,7,No,17,80,,
No,9,3710,4,0,7,No,17,80,,
No,8,3712,3,3,7,No,14,80,,
No,7,3713,3,3,7,No,14,80,,
No,7,3714,3,3,7,No,14,80,,
No,8,3893,3,3,7,No,14,80,,
No,8,3896,3,3,7,No,14,80,,
No,7,3897,3,3,7,No,14,80,,
No,7,3898,3,3,7,No,14,80,,
No,8,3901,3,3,7,No,14,80,,
No,8,3904,3,3,7,No,14,80,,
No,7,3905,3,3,7,No,14,80,,
No,8,3906,3,3,7,No,14,80,,
No,8,3926,3,3,7,No,14,80,,
No,7,3928,3,3,7,No,14,80,,
No,7,3929,3,3,7,No,14,80,,
No,8,3930,3,3,7,No,14,80,,
No,6,3934,3,1,4,No,20,80,,
No,6,3936,3,1,4,No,20,80,,
No,6,3937,3,1,4,No,20,80,,
No,6,3938,3,1,4,No,20,80,,
No,6,3941,3,1,4,No,20,80,,
No,6,3944,3,1,4,No,20,80,,
No,6,3945,3,1,4,No,20,80,,
No,6,3946,4,0,0,Yes,13,80,,
No,9,3949,3,5,8,No,17,80,,
No,9,3952,3,5,8,No,17,80,,
No,9,3953,3,5,8,No,17,80,,
No,9,3954,3,5,8,No,17,80,,
No,9,4102,3,5,8,No,17,80,,
No,9,4104,3,5,8,No,17,80,,
No,9,4105,3,5,8,No,17,80,,
No,9,4106,3,5,8,No,17,80,,
No,4,4110,3,1,2,No,11,80,,
No,4,4112,3,1,2,No,11,80,,
No,4,4113,3,1,2,No,11,80,,
No,4,4114,3,1,2,No,11,80,,
No,4,4244,3,1,2,No,11,80,,
No,4,4247,3,1,2,No,11,80,,
No,4,4250,3,1,2,No,11,80,,
No,4,4251,3,1,2,No,11,80,,
No,3,4252,3,1,2,No,14,80,,
No,3,4255,3,1,2,No,14,80,,
No,3,4258,3,1,2,No,14,80,,
No,3,4259,3,1,2,No,14,80,,
No,3,4276,3,1,2,No,14,80,,
No,3,4278,3,1,2,No,14,80,,
No,3,4280,3,1,2,No,14,80,,
No,3,4281,3,1,2,No,14,80,,
No,26,4284,3,2,2,No,18,80,,
No,26,4286,3,2,2,No,18,80,,
No,26,4288,3,2,2,No,18,80,,
No,26,4289,3,2,2,No,18,80,,
No,26,4427,3,2,2,No,18,80,,
No,26,4428,3,2,2,No,18,80,,
No,26,4430,3,2,2,No,18,80,,
No,26,4431,3,2,2,No,18,80,,
No,24,4435,3,11,8,No,25,80,,
No,24,4436,3,11,8,No,25,80,,
No,24,4438,3,11,8,No,25,80,,
No,24,4439,3,11,8,No,25,80,,
No,24,4539,3,11,8,No,25,80,,
No,24,4541,3,11,8,No,25,80,,
No,24,4544,3,11,8,No,25,80,,
No,24,4545,3,11,8,No,25,80,,
No,7,4547,1,0,3,No,20,80,,
No,7,4549,1,0,3,No,20,80,,
No,7,4552,1,0,3,No,20,80,,
No,7,4553,1,0,3,No,20,80,,
No,7,4657,1,0,3,No,20,80,,
No,7,4659,1,0,3,No,20,80,,
No,7,4660,1,0,3,No,20,80,,
No,7,4661,,0,3,No,20,80,,
No,2,4665,3,0,4,No,13,80,,
No,2,4667,3,0,4,No,13,80,,
No,2,4668,3,0,4,No,13,80,,
No,2,4669,3,0,4,No,13,80,,
No,2,4689,3,0,4,No,13,80,,
No,2,4690,3,0,4,No,13,80,,
No,2,4692,3,0,4,No,13,80,,
No,2,4693,3,0,4,No,13,80,,
No,4,4697,2,9,9,Yes,12,80,,
No,4,4698,2,9,9,Yes,12,80,,
No,4,4700,2,9,9,Yes,12,80,,
No,4,4701,2,9,9,Yes,12,80,,
No,4,4977,2,9,9,Yes,12,80,,
No,4,4978,2,9,9,Yes,12,80,,
No,4,4979,2,9,9,Yes,12,80,,
No,4,4980,2,9,9,Yes,12,80,,
No,13,4981,1,1,4,No,20,80,,
No,13,4982,1,1,4,No,20,80,,
No,13,4983,1,1,4,No,20,80,,
No,13,4984,1,1,4,No,20,80,,
No,13,4985,1,1,4,No,20,80,,
No,13,4986,1,1,4,No,20,80,,
No,13,4987,1,1,4,No,20,80,,
No,13,4988,1,1,4,No,20,80,,
No,1,4989,3,5,7,No,12,80,,
No,1,4990,3,5,7,No,12,80,,
No,1,4991,3,5,7,No,12,80,,
No,1,4992,3,5,7,No,12,80,,
No,1,5183,3,5,7,No,12,80,,
No,1,5186,3,5,7,No,12,80,,
No,1,5187,3,5,7,No,12,80,,
No,1,5188,3,5,7,No,12,80,,
No,5,5191,3,1,2,No,14,80,,
No,5,5194,3,1,2,No,14,80,,
No,5,5195,3,1,2,No,14,80,,
No,5,5196,3,1,2,No,14,80,,
No,5,5230,3,1,2,No,14,80,,
No,5,5233,3,1,2,No,14,80,,
No,5,5236,3,1,2,No,14,80,,
No,5,5237,3,,2,No,14,80,,
No,7,5238,2,4,8,No,14,80,,
No,1,5241,2,4,8,No,14,80,,
No,1,5244,2,4,8,No,14,80,,
No,7,5245,2,4,8,No,14,80,,
No,7,5686,2,4,8,No,14,80,,
No,1,5688,2,4,8,No,14,80,,
No,1,5690,2,4,8,No,14,80,,
No,7,5691,2,4,8,No,14,80,,
No,7,5694,2,4,8,No,14,80,,
No,1,5696,2,4,8,No,14,80,,
No,1,5698,2,4,8,No,14,80,,
No,7,5699,2,4,8,No,14,80,,
No,7,6020,2,4,8,No,14,80,,
No,1,6021,2,4,8,No,14,80,,
No,1,6023,2,4,8,No,14,80,,
No,7,6024,2,4,8,No,14,80,,
No,8,6028,3,11,9,Yes,11,80,,
No,8,6029,3,11,9,Yes,11,80,,
No,8,6031,3,11,9,Yes,11,80,,
No,8,6032,3,11,9,Yes,11,80,,
No,8,6264,3,11,9,Yes,11,80,,
No,8,6266,3,11,9,Yes,11,80,,
No,8,6267,3,11,9,Yes,11,80,,
No,8,6268,3,11,9,Yes,11,80,,
No,2,6272,2,0,7,No,16,80,,
No,2,6274,2,0,7,No,16,80,,
No,2,6275,2,0,7,No,16,80,,
No,2,6276,2,0,7,No,16,80,,
No,2,7775,2,0,7,No,16,80,,
No,2,7776,2,0,7,No,16,80,,
No,2,7780,2,0,7,No,16,80,,
No,2,7781,2,0,7,No,16,80,,
No,2,7782,3,0,7,No,13,80,,
No,2,7783,3,0,7,No,13,80,,
No,2,7787,3,0,7,No,13,80,,
No,2,7788,3,0,7,No,13,80,,
No,2,8007,3,0,7,No,13,80,,
No,2,8009,3,0,7,No,13,80,,
No,2,8011,3,0,7,No,13,80,,
No,2,8012,3,,7,No,13,80,,
No,2,8015,3,0,0,No,19,80,,
No,2,8017,3,0,0,No,19,80,,
No,2,8019,3,0,0,No,19,80,,
No,2,8020,3,0,0,No,19,80,,
No,2,8440,3,0,0,No,19,80,,
No,2,8442,3,0,0,No,19,80,,
No,2,8444,3,0,0,No,19,80,,
No,2,8445,3,,0,No,19,80,,
No,2,8448,3,1,3,No,12,80,,
No,2,8449,3,1,3,No,12,80,,
No,2,8450,3,1,3,No,12,80,,
No,2,8452,3,1,3,No,12,80,,
No,2,8454,3,1,3,No,12,80,,
No,2,8455,3,1,3,No,12,80,,
No,2,8512,3,1,3,No,12,80,,
No,2,8514,3,1,3,No,12,80,,
No,5,8516,2,0,3,No,12,80,,
No,5,8517,2,0,3,No,12,80,,
No,5,8520,2,0,3,No,12,80,,
No,5,8521,2,0,3,No,12,80,,
No,5,8522,2,0,3,No,12,80,,
No,5,8524,2,0,3,No,12,80,,
No,5,8526,2,0,3,No,12,80,,
No,5,8527,2,0,0,No,19,80,,
No,9,8620,2,0,5,Yes,12,80,,
No,9,8622,2,0,5,Yes,12,80,,
No,9,8625,2,0,5,Yes,12,80,,
No,9,8626,2,0,5,Yes,12,80,,
No,9,8630,2,0,5,Yes,12,80,,
No,9,8632,2,0,5,Yes,12,80,,
No,9,8635,2,0,5,Yes,12,80,,
No,9,8636,4,0,0,Yes,25,80,,
No,10,8776,2,0,8,No,12,80,,
No,10,8778,2,0,8,No,12,80,,
No,10,8781,2,0,8,No,12,80,,
No,10,8782,2,0,8,No,12,80,,
No,10,8784,2,0,8,No,12,80,,
No,10,8786,3,2,2,No,14,80,,
No,10,8789,1,0,12,No,15,80,,
No,10,8790,2,0,8,No,12,80,,
No,10,8964,2,0,8,No,12,80,,
No,10,8967,2,0,8,No,12,80,,
No,3,8970,3,7,7,No,15,80,,
No,3,8971,3,7,7,No,15,80,,
No,3,8972,3,7,7,No,15,80,,
No,3,8975,3,7,7,No,15,80,,
No,3,8978,3,7,7,No,15,80,,
No,3,8979,3,1,5,Yes,18,80,,
No,3,9636,3,0,2,No,17,80,,
No,3,9638,3,7,7,No,15,80,,
No,3,9640,3,7,7,No,15,80,,
No,3,9641,3,7,7,No,15,80,,
No,10,9644,2,1,7,No,21,80,,
No,10,9646,2,1,7,No,21,80,,
No,10,9648,2,1,7,No,21,80,,
No,10,9649,2,1,7,No,21,80,,
No,10,9653,2,1,7,No,21,80,,
No,10,9654,2,1,7,No,21,80,,
No,10,9656,2,1,7,No,21,80,,
No,10,9657,2,1,7,No,21,80,,
No,19,9661,3,0,0,No,11,80,,
No,19,9662,3,0,0,No,11,80,,
No,19,9664,3,0,0,No,11,80,,
No,19,9665,3,0,0,No,11,80,,
No,19,9860,3,0,0,No,11,80,,
No,19,9862,3,0,0,No,11,80,,
No,19,9865,3,0,0,No,11,80,,
No,19,9866,3,0,0,No,11,80,,
No,24,9868,3,4,7,No,15,80,,
No,24,9870,3,4,7,No,15,80,,
No,24,9873,3,4,7,No,15,80,,
No,24,9874,3,4,7,No,15,80,,
No,24,9986,3,4,7,No,15,80,,
No,24,9989,3,4,7,No,15,80,,
No,24,9990,3,4,7,No,15,80,,
No,24,9991,,4,7,No,15,80,,
No,4,9994,3,6,8,No,12,80,,
No,4,9997,3,6,8,No,12,80,,
No,4,9998,3,6,8,No,12,80,,
No,4,9999,3,6,8,No,12,80,,
No,4,10048,3,6,8,No,12,80,,
No,4,10050,3,6,8,No,12,80,,
No,4,10052,3,6,8,No,12,80,,
No,4,10053,3,6,8,No,12,80,,
No,5,10056,3,0,0,No,14,80,,
No,5,10058,3,0,0,No,14,80,,
No,5,10060,3,0,0,No,14,80,,
No,5,10061,3,0,0,No,14,80,,
No,5,10223,3,0,0,No,14,80,,
No,5,10225,3,0,0,No,14,80,,
No,5,10227,3,0,0,No,14,80,,
No,5,10228,3,0,0,No,14,80,,
No,29,10231,3,1,7,Yes,14,80,,
No,29,10233,3,1,7,Yes,14,80,,
No,29,10235,3,1,7,Yes,14,80,,
No,29,10236,3,1,7,Yes,14,80,,
No,29,10287,3,1,7,Yes,14,80,,
No,29,10291,3,1,7,Yes,14,80,,
No,29,10292,3,1,7,Yes,14,80,,
No,29,10295,3,1,7,Yes,14,80,,
No,13,10298,2,0,3,No,11,80,,
No,13,10299,2,0,3,No,11,80,,
No,13,10300,2,0,3,No,11,80,,
No,13,10414,2,0,3,No,11,80,,
No,13,10415,2,0,3,No,11,80,,
No,13,10417,2,0,3,No,11,80,,
No,13,10418,2,0,3,No,11,80,,
No,13,10422,2,0,3,No,11,80,,
No,8,10423,2,1,3,No,12,80,,
No,8,10425,2,1,3,No,12,80,,
No,8,10426,2,1,3,No,12,80,,
No,8,10596,2,1,3,No,12,80,,
No,8,10598,2,1,3,No,12,80,,
No,8,10599,2,1,3,No,12,80,,
No,8,10600,2,1,3,No,12,80,,
No,8,10604,3,7,7,No,13,80,,
No,1,10605,3,0,2,No,12,80,,
No,1,10607,3,0,2,No,12,80,,
No,1,10608,3,0,2,No,12,80,,
No,1,10609,3,0,2,No,12,80,,
No,1,10955,3,0,2,No,12,80,,
No,1,10957,3,0,2,No,12,80,,
No,1,10959,3,0,2,No,12,80,,
No,1,10960,3,0,2,No,12,80,,
No,5,10963,3,5,3,No,14,80,,
No,5,10965,3,5,3,No,14,80,,
No,5,10967,3,5,3,No,14,80,,
No,5,11115,3,5,3,No,14,80,,
No,5,11117,3,5,3,No,14,80,,
No,5,11119,3,5,3,No,14,80,,
No,5,11120,3,5,3,No,14,80,,
No,5,11123,3,5,3,No,14,80,,
No,8,11125,3,3,8,No,18,80,,
No,8,11127,3,3,8,No,18,80,,
No,8,11128,3,3,8,No,18,80,,
No,8,11148,3,3,8,No,18,80,,
No,8,11150,3,3,8,No,18,80,,
No,8,11151,3,3,8,No,18,80,,
No,8,11152,3,3,8,No,18,80,,
No,8,11156,3,3,8,No,18,80,,
No,26,11158,2,0,0,Yes,14,80,,
No,26,11159,2,0,0,Yes,14,80,,
No,26,11160,2,0,0,Yes,14,80,,
No,26,11961,2,0,0,Yes,14,80,,
No,26,11962,2,0,0,Yes,14,80,,
No,26,11964,3,2,13,Yes,14,80,,
No,26,11965,2,0,0,Yes,14,80,,
No,26,11969,2,0,0,Yes,14,80,,
No,26,11970,2,0,0,Yes,,80,,
No,1,11972,3,0,2,No,20,80,,
No,1,11973,3,0,2,No,20,80,,
No,1,12041,3,0,2,No,20,80,,
No,1,12043,3,0,2,No,20,80,,
No,1,12044,3,0,2,No,20,80,,
No,1,12045,3,0,2,No,20,80,,
No,1,12049,3,0,2,No,20,80,,
No,3,12051,4,6,3,No,12,80,,
No,3,12052,4,6,3,No,12,80,,
No,3,12053,4,6,3,No,12,80,,
No,3,12127,4,6,3,No,12,80,,
No,3,12130,4,6,3,No,12,80,,
No,3,12131,4,6,3,No,12,80,,
No,3,12132,3,1,2,No,12,80,,
No,3,12135,4,6,3,No,12,80,,
No,10,12138,3,1,4,No,14,80,,
No,10,12139,3,1,4,No,14,80,,
No,10,12140,3,1,4,No,14,80,,
No,10,12381,3,1,4,No,14,80,,
No,10,12383,3,1,4,No,14,80,,
No,10,12384,3,1,4,No,14,80,,
No,10,12385,3,1,4,No,14,80,,
No,10,12389,3,1,4,No,14,80,,
No,2,12391,3,5,10,No,22,80,,
No,2,12392,3,5,10,No,22,80,,
No,2,12393,3,5,10,No,22,80,,
No,2,12595,3,5,10,No,22,80,,
No,2,12596,3,5,10,No,22,80,,
No,2,12598,3,5,10,No,22,80,,
No,2,12599,3,5,10,No,22,80,,
No,2,12603,3,5,10,No,22,80,,
No,7,12604,3,0,13,No,12,80,,
No,7,12606,3,0,13,No,12,80,,
No,7,12607,3,0,13,No,12,80,,
No,7,12944,3,0,13,No,12,80,,
No,7,12945,3,0,13,No,12,80,,
No,7,12947,3,0,13,No,12,80,,
No,7,12948,3,0,13,No,12,80,,
No,7,12952,3,0,13,No,12,80,,
No,29,12953,3,7,7,No,12,80,,
No,29,12955,3,7,7,No,12,80,,
No,29,12956,3,7,7,No,12,80,,
No,29,13167,3,7,7,No,12,80,,
No,29,13168,3,7,7,No,12,80,,
No,29,13170,3,7,7,No,12,80,,
No,29,13171,3,1,2,No,13,80,,
No,29,13175,3,7,7,No,12,80,,
No,10,13176,3,0,3,No,19,80,,
No,10,13178,3,0,3,No,19,80,,
No,10,13179,3,0,3,No,19,80,,
No,10,13389,3,0,3,No,19,80,,
No,10,13391,3,0,3,No,19,80,,
No,10,13392,3,0,3,No,19,80,,
No,10,13393,3,0,3,No,19,80,,
No,10,13397,3,0,3,No,19,80,,
No,1,13399,3,11,1,No,20,80,,
No,1,13400,3,11,1,No,20,80,,
No,1,13401,3,11,1,No,20,80,,
No,1,13627,3,11,1,No,20,80,,
No,1,13629,3,11,1,No,20,80,,
No,1,13631,3,11,1,No,20,80,,
No,1,13632,3,11,1,No,20,80,,
No,1,13634,3,11,1,,20,80,,
No,1,13636,3,2,7,Yes,14,80,,
No,1,13638,3,2,7,Yes,14,80,,
No,1,13639,3,2,7,Yes,14,80,,
No,1,14103,3,2,7,Yes,14,80,,
No,1,14105,3,2,7,Yes,14,80,,
No,1,14109,3,2,7,Yes,14,80,,
No,1,14110,3,2,7,Yes,14,80,,
No,1,14111,3,2,7,Yes,14,80,,
No,6,14113,3,2,3,No,17,80,,
No,6,14117,3,2,3,No,17,80,,
No,6,14118,3,2,3,No,17,80,,
No,6,14119,3,2,3,No,17,80,,
No,6,14121,3,2,3,No,17,80,,
No,6,14125,3,2,3,No,17,80,,
No,6,14126,3,2,3,No,17,80,,
No,6,14127,3,2,3,No,17,80,,
No,9,14129,1,1,4,No,17,80,,
No,9,14133,1,1,4,No,17,80,,
No,9,14134,1,1,4,No,17,80,,
No,9,14416,1,1,4,No,17,80,,
No,9,14417,1,1,4,No,17,80,,
No,9,14419,1,1,4,No,17,80,,
No,9,14420,1,1,4,No,17,80,,
No,9,14424,1,1,4,No,17,80,,
No,2,14425,3,0,0,No,12,80,,
No,2,14427,3,0,0,No,12,80,,
No,2,14428,3,0,0,No,12,80,,
No,2,14574,3,0,0,No,12,80,,
No,2,14576,3,0,0,No,12,80,,
No,2,14579,3,0,0,No,12,80,,
No,2,14580,3,0,7,No,16,80,,
No,2,14582,3,0,0,No,12,80,,
No,13,14584,3,2,2,No,20,80,,
No,13,14587,3,2,2,No,20,80,,
No,13,14588,3,2,2,No,20,80,,
No,13,14975,3,2,2,No,20,80,,
No,13,14977,3,2,2,No,20,80,,
No,13,14979,3,2,2,No,20,80,,
No,13,14980,4,0,2,No,11,80,,
No,13,14983,3,2,2,No,20,80,,
No,2,14985,3,0,7,Yes,14,80,,
No,2,14987,3,0,7,Yes,14,80,,
No,2,14988,3,0,7,Yes,14,80,,
No,2,15870,3,0,7,Yes,14,80,,
No,2,15873,3,0,7,Yes,14,80,,
No,2,15874,3,0,7,Yes,14,80,,
No,2,15875,3,1,4,No,20,80,,
No,2,15878,3,0,7,Yes,14,80,,
No,2,15881,2,0,7,No,12,80,,
No,2,15882,2,0,7,No,12,80,,
No,2,15883,2,0,7,No,12,80,,
No,2,15903,2,0,7,No,12,80,,
No,2,15904,2,0,7,No,12,80,,
No,2,15908,2,0,7,No,12,80,,
No,2,15909,2,0,7,No,12,80,,
No,2,15911,2,0,7,No,12,80,,
No,2,15912,3,0,1,No,22,80,,
No,2,15916,3,0,1,No,22,80,,
No,2,15917,3,0,1,No,22,80,,
No,2,16201,3,0,1,No,22,80,,
No,2,16203,3,0,1,No,22,80,,
No,2,16206,3,0,1,No,22,80,,
No,2,16207,3,0,1,No,22,80,,
No,2,16209,3,1,2,No,12,80,,
No,8,16211,4,0,8,No,15,80,,
No,8,16214,4,0,8,No,15,80,,
No,8,16215,4,0,8,No,15,80,,
No,8,16421,4,0,8,No,15,80,,
No,8,16424,4,0,8,No,15,80,,
No,8,16427,4,0,8,No,15,80,,
No,8,16428,2,3,4,No,17,80,,
No,8,16429,4,0,8,No,15,80,,
No,2,16432,2,1,2,Yes,13,80,,
No,2,16435,2,1,2,Yes,13,80,,
No,2,16436,2,1,2,Yes,13,80,,
No,2,16539,2,1,2,Yes,13,80,,
No,2,16541,2,1,2,Yes,13,80,,
No,2,16544,2,1,2,Yes,13,80,,
No,2,16545,4,0,0,Yes,13,80,,
No,2,16547,2,1,2,Yes,13,80,,
No,8,16549,2,1,2,No,11,80,,
No,8,16552,2,1,2,No,11,80,,
No,8,16553,2,1,2,No,11,80,,
No,8,17205,2,1,2,No,11,80,,
No,8,17207,2,1,2,No,11,80,,
No,8,17211,2,1,2,No,11,80,,
No,8,17212,2,1,2,No,11,80,,
No,8,17213,2,1,2,No,11,80,,
No,3,17215,3,0,0,No,12,80,,
No,3,17218,3,0,0,No,12,80,,
No,3,17219,3,0,0,No,12,80,,
No,3,17417,3,0,0,No,12,80,,
No,3,17419,3,0,0,No,12,80,,
No,3,17420,3,0,0,No,12,80,,
No,3,17421,3,0,0,No,12,80,,
No,3,17425,3,0,0,No,12,80,,
No,7,17427,2,0,3,No,12,80,,
No,7,17428,2,0,3,No,12,80,,
No,7,17429,2,0,3,No,12,80,,
No,7,17620,2,0,3,No,12,80,,
No,7,17622,2,0,3,No,12,80,,
No,7,17624,2,0,3,No,12,80,,
No,7,17625,3,7,7,No,13,80,,
No,7,17628,2,0,3,No,12,80,,
No,29,17630,3,4,7,No,11,80,,
No,29,17632,3,4,7,No,11,80,,
No,29,17633,3,4,7,No,11,80,,
No,29,17808,3,4,7,No,11,80,,
No,29,17810,3,4,7,No,11,80,,
No,29,17812,3,4,7,No,11,80,,
No,29,17813,3,4,7,No,11,80,,
No,29,17816,3,4,7,No,11,80,,
No,10,17817,4,0,0,No,25,80,,
No,10,17819,4,0,0,No,25,80,,
No,10,17820,4,0,0,No,25,80,,
No,10,18050,4,0,0,No,25,80,,
No,10,18052,4,0,0,No,25,80,,
No,10,18053,4,0,0,No,25,80,,
No,10,18054,4,0,0,Yes,25,80,,
No,10,18058,4,0,0,No,25,80,,
No,8,18060,3,0,0,No,14,80,,
No,8,18061,3,0,0,No,14,80,,
No,8,18062,3,0,0,No,14,80,,
No,8,18200,3,0,0,No,14,80,,
No,8,18203,3,0,0,No,14,80,,
No,8,18206,3,0,0,No,14,80,,
No,8,18207,3,0,0,No,14,80,,
No,8,18210,3,0,0,No,14,80,,
No,5,18213,3,2,5,No,12,80,,
No,5,18214,3,2,5,No,12,80,,
No,5,18660,3,2,5,No,12,80,,
No,5,18661,3,2,5,No,12,80,,
No,5,18663,3,2,5,No,12,80,,
No,5,18664,3,2,5,No,12,80,,
No,5,18668,3,1,3,No,11,80,,
No,5,18669,3,0,7,No,16,80,,
No,1,18671,2,1,2,No,14,80,,
No,1,18672,2,1,2,No,14,80,,
No,1,19029,2,1,2,No,14,80,,
No,1,19031,2,1,2,No,14,80,,
No,1,19033,2,1,2,No,14,80,,
No,1,19034,2,1,2,No,14,80,,
No,1,19037,2,1,2,No,14,80,,
No,1,19039,2,1,2,No,14,80,,
No,10,19041,3,0,1,No,22,80,,
No,10,19042,3,0,1,No,22,80,,
No,10,19602,3,0,1,No,22,80,,
No,10,19605,3,0,1,No,22,80,,
No,10,19606,3,0,1,No,22,80,,
No,10,19607,3,0,1,No,22,80,,
No,10,19610,3,0,1,No,22,80,,
No,10,19613,3,0,1,No,22,80,,
No,5,19614,3,0,2,No,17,80,,
No,5,19615,3,0,2,No,17,80,,
No,5,19699,3,0,2,No,17,80,,
No,5,19700,3,0,2,No,17,80,,
No,5,19702,3,0,2,No,17,80,,
No,5,19703,3,0,2,No,17,80,,
No,5,19707,4,0,2,No,11,80,,
No,2,19708,2,2,2,Yes,14,80,,
No,2,19710,2,2,2,Yes,14,80,,
No,2,19711,2,2,2,Yes,14,80,,
No,2,19842,2,2,2,Yes,14,80,,
No,2,19845,2,2,2,Yes,14,80,,
No,2,19846,2,2,2,Yes,14,80,,
No,2,19847,2,2,2,Yes,14,80,,
No,2,19850,2,2,2,Yes,14,80,,
No,2,19853,2,1,6,No,13,80,,
No,2,19854,2,1,6,No,13,80,,
No,2,19855,2,1,6,No,13,80,,
No,2,19875,2,1,6,No,13,80,,
No,2,19876,2,1,6,No,13,80,,
No,2,19878,2,1,6,No,13,80,,
No,2,19879,2,1,6,No,13,80,,
No,2,19883,2,1,6,No,13,80,,
No,10,19884,2,1,3,No,13,80,,
No,10,19886,2,1,3,No,13,80,,
No,10,20141,2,1,3,No,13,80,,
No,10,20144,2,1,3,No,13,80,,
