Age,BusinessTravel,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,TotalWorkingYears,NumCompaniesWorked,Over18
48,Travel_Rarely,3,Medical,7960,Male,Divorced,8,1,Y
28,Travel_Rarely,3,Life Sciences,7961,Female,Married,28,5,Y
32,Travel_Rarely,3,Medical,7963,Female,Married,28,0,Y
31,Travel_Rarely,3,Life Sciences,7964,Female,Married,28,5,Y
26,Travel_Rarely,3,Medical,7968,Female,Married,28,0,Y
50,Travel_Rarely,3,Medical,7969,Female,Married,1,8,Y
56,Travel_Rarely,3,Life Sciences,7971,Female,Married,28,5,Y
30,Travel_Rarely,3,Medical,7972,Female,Married,28,0,Y
37,Travel_Frequently,1,Life Sciences,8119,Male,Married,3,0,Y
41,Travel_Frequently,1,Life Sciences,8121,Male,Married,3,8,Y
50,Travel_Frequently,1,Life Sciences,8123,Male,Married,3,0,Y
52,Travel_Frequently,1,Life Sciences,8124,Male,Married,3,8,Y
37,Travel_Frequently,1,Life Sciences,8127,Male,Married,3,0,Y
47,Travel_Frequently,1,Life Sciences,8129,Male,Married,3,8,Y
27,Travel_Frequently,1,Life Sciences,8131,Male,Married,3,0,Y
23,Travel_Frequently,1,Life Sciences,8132,Male,Married,3,8,Y
24,Travel_Rarely,3,Life Sciences,8310,Female,Married,10,1,Y
55,Travel_Rarely,3,Medical,8312,Female,Married,10,0,Y
30,Travel_Rarely,3,Life Sciences,8314,Female,Married,10,1,Y
21,Travel_Rarely,3,Medical,8315,Female,Married,10,0,Y
56,Travel_Rarely,3,Life Sciences,8318,Female,Married,10,1,Y
36,Travel_Rarely,3,Medical,8320,Female,Married,10,0,Y
57,Travel_Rarely,3,Life Sciences,8322,Female,Married,10,1,Y
28,Travel_Rarely,3,Medical,8323,Female,Married,10,0,Y
45,Travel_Frequently,1,Life Sciences,8775,Male,Married,26,4,Y
34,Travel_Frequently,1,Life Sciences,8777,Male,Married,26,1,Y
58,Travel_Frequently,1,Life Sciences,8779,Male,Married,26,4,Y
33,Travel_Frequently,1,Life Sciences,8780,Male,Married,26,1,Y
47,Travel_Frequently,1,Life Sciences,8783,Male,Married,26,4,Y
52,Travel_Frequently,1,Life Sciences,8785,Male,Married,26,1,Y
51,Travel_Frequently,1,Life Sciences,8787,Male,Married,26,4,Y
51,Travel_Frequently,1,Life Sciences,8788,Male,Married,26,1,Y
26,Travel_Rarely,2,Medical,8808,Female,Married,6,1,Y
50,Travel_Rarely,2,Life Sciences,8809,Female,Married,6,4,Y
23,Travel_Rarely,2,Medical,8811,Female,Married,6,1,Y
54,Travel_Rarely,2,Life Sciences,8812,Female,Married,6,4,Y
60,Travel_Rarely,2,Medical,8816,Female,Married,6,1,Y
46,Travel_Rarely,2,Life Sciences,8817,Female,Married,6,4,Y
20,Travel_Rarely,2,Medical,8819,Female,Married,6,1,Y
49,Travel_Rarely,2,Life Sciences,8820,Female,Married,6,4,Y
39,Travel_Frequently,4,Life Sciences,8918,Male,Divorced,10,1,Y
31,Travel_Frequently,4,Life Sciences,8920,Male,Divorced,10,2,Y
35,Travel_Frequently,4,Life Sciences,8922,Male,Divorced,10,1,Y
26,Travel_Frequently,4,Life Sciences,8923,Male,Divorced,10,2,Y
22,Travel_Frequently,4,Life Sciences,8926,Male,Divorced,10,1,Y
26,Travel_Frequently,4,Life Sciences,8928,Male,Divorced,10,2,Y
37,Travel_Frequently,4,Life Sciences,8930,Male,Divorced,10,1,Y
44,Travel_Frequently,4,Life Sciences,8931,Male,Divorced,10,2,Y
34,Travel_Rarely,3,Life Sciences,9191,Male,Single,1,1,Y
30,Travel_Rarely,3,Medical,9194,Male,Single,1,9,Y
18,Travel_Rarely,3,Life Sciences,9195,Male,Single,1,1,Y
50,Travel_Rarely,3,Medical,9196,Male,Single,1,9,Y
44,Travel_Rarely,3,Life Sciences,9199,Male,Single,1,1,Y
59,Travel_Rarely,3,Medical,9202,Male,Single,1,9,Y
45,Travel_Rarely,3,Life Sciences,9203,Male,Single,1,1,Y
20,Travel_Rarely,3,Medical,9204,Male,Single,1,9,Y
29,Travel_Frequently,3,Life Sciences,9239,Male,Married,7,3,Y
42,Travel_Frequently,3,Life Sciences,9241,Male,Married,7,4,Y
48,Travel_Frequently,3,Life Sciences,9242,Male,Married,7,3,Y
44,Travel_Frequently,3,Life Sciences,9243,Male,Married,7,4,Y
48,Travel_Frequently,3,Life Sciences,9246,Male,Married,7,3,Y
58,Travel_Frequently,3,Life Sciences,9248,Male,Married,7,4,Y
20,Travel_Frequently,3,Life Sciences,9249,Male,Married,7,3,Y
34,Travel_Frequently,3,Life Sciences,9250,Male,Married,7,4,Y
33,Travel_Rarely,3,Marketing,9381,Male,Divorced,2,1,Y
47,Travel_Rarely,3,Medical,9382,Male,Divorced,2,9,Y
22,Travel_Rarely,3,Marketing,9384,Male,Divorced,2,1,Y
39,Travel_Rarely,3,Medical,9385,Male,Divorced,2,9,Y
56,Travel_Rarely,3,Marketing,9389,Male,Divorced,2,1,Y
53,Travel_Rarely,3,Medical,9390,Male,Divorced,2,9,Y
30,Travel_Rarely,3,Marketing,9392,Male,Divorced,2,1,Y
53,Travel_Rarely,3,Medical,9393,Male,Divorced,2,9,Y
37,Travel_Rarely,3,Medical,9540,Female,Married,11,4,Y
25,Travel_Rarely,3,Technical Degree,9543,Female,Married,11,0,Y
25,Travel_Rarely,3,Medical,9544,Female,Married,11,4,Y
49,Travel_Rarely,3,Technical Degree,9545,Female,Married,11,0,Y
37,Travel_Rarely,3,Medical,9548,Female,Married,11,4,Y
32,Travel_Rarely,3,Technical Degree,9551,Female,Married,11,0,Y
41,Travel_Rarely,3,Medical,9552,Female,Married,11,4,Y
47,Travel_Rarely,3,Technical Degree,9553,Female,Married,11,0,Y
36,Travel_Rarely,1,Life Sciences,9589,Female,Divorced,9,9,Y
41,Travel_Rarely,1,Technical Degree,9591,Female,Divorced,9,1,Y
47,Travel_Rarely,1,Life Sciences,9592,Female,Divorced,9,9,Y
39,Travel_Rarely,1,Technical Degree,9593,Female,Divorced,9,1,Y
49,Travel_Rarely,1,Life Sciences,9597,Female,Divorced,9,9,Y
39,Travel_Rarely,1,Technical Degree,9599,Female,Divorced,9,1,Y
42,Travel_Rarely,1,Life Sciences,9600,Female,Divorced,9,9,Y
59,Travel_Rarely,1,Technical Degree,9601,Female,Divorced,9,1,Y
31,Travel_Rarely,3,Life Sciences,10544,Male,Divorced,24,1,Y
47,Travel_Rarely,3,Marketing,10547,Male,Divorced,24,1,Y
39,Travel_Rarely,3,Life Sciences,10548,Male,Divorced,24,1,Y
51,Travel_Rarely,3,Marketing,10549,Male,Divorced,24,1,Y
47,Travel_Rarely,3,Life Sciences,10552,Male,Divorced,24,1,Y
34,Travel_Rarely,3,Marketing,10556,Male,Divorced,24,1,Y
35,Travel_Rarely,3,Life Sciences,10557,Male,Divorced,24,1,Y
31,Travel_Rarely,3,Marketing,10558,Male,Divorced,24,1,Y
38,Travel_Rarely,2,Life Sciences,10613,Male,Married,10,1,Y
59,Travel_Rarely,2,Other,10615,Male,Married,10,4,Y
48,Travel_Rarely,2,Life Sciences,10616,Male,Married,10,1,Y
50,Travel_Rarely,2,Other,10617,Male,Married,10,4,Y
52,Travel_Rarely,2,Life Sciences,10621,Male,Married,10,1,Y
49,Travel_Rarely,2,Other,10622,Male,Married,10,4,Y
53,Travel_Rarely,2,Life Sciences,10624,Male,Married,10,1,Y
54,Travel_Rarely,2,Other,10625,Male,Married,10,4,Y
34,Travel_Rarely,3,Life Sciences,10626,Female,Married,8,9,Y
39,Travel_Rarely,3,Life Sciences,10780,Female,Married,8,1,Y
43,Travel_Rarely,3,Life Sciences,10782,Female,Married,8,9,Y
51,Travel_Rarely,3,Life Sciences,10783,Female,Married,8,1,Y
40,Travel_Rarely,3,Life Sciences,10784,Female,Married,8,9,Y
47,Travel_Rarely,3,Life Sciences,10788,Female,Married,8,1,Y
42,Travel_Rarely,3,Life Sciences,10790,Female,Married,8,9,Y
50,Travel_Rarely,3,Life Sciences,10791,Female,Married,8,1,Y
50,Travel_Rarely,1,Medical,10792,Female,Divorced,8,6,Y
52,Travel_Rarely,1,Marketing,11194,Female,Divorced,8,1,Y
50,Travel_Rarely,1,Medical,11197,Female,Divorced,8,6,Y
59,Travel_Rarely,1,Marketing,11198,Female,Divorced,8,1,Y
50,Travel_Rarely,1,Medical,11199,Female,Divorced,8,6,Y
32,Travel_Rarely,1,Marketing,11202,Female,Divorced,8,1,Y
21,Travel_Rarely,1,Medical,11205,Female,Divorced,8,6,Y
23,Travel_Rarely,1,Marketing,11206,Female,Divorced,8,1,Y
56,Travel_Rarely,2,Marketing,11207,Female,Divorced,4,4,Y
43,Travel_Rarely,2,Other,11227,Female,Divorced,4,1,Y
50,Travel_Rarely,2,Marketing,11229,Female,Divorced,4,4,Y
33,Travel_Rarely,2,Other,11230,Female,Divorced,4,1,Y
50,Travel_Rarely,2,Marketing,11231,Female,Divorced,4,4,Y
58,Travel_Rarely,2,Marketing,11235,Female,Divorced,9,4,Y
35,Travel_Rarely,2,Other,11237,Female,Divorced,4,1,Y
43,Travel_Rarely,2,Marketing,11238,Female,Divorced,4,4,Y
44,Travel_Rarely,2,Other,11239,Female,Divorced,4,1,Y
30,Travel_Rarely,1,Marketing,12959,Male,Divorced,1,1,Y
54,Travel_Rarely,1,Medical,12962,Male,Divorced,1,1,Y
30,Travel_Rarely,1,Marketing,12963,Male,Divorced,1,1,Y
30,Travel_Rarely,1,Medical,12964,Male,Divorced,1,1,Y
29,Travel_Rarely,1,Marketing,12967,Male,Divorced,1,1,Y
43,Travel_Rarely,1,Medical,12970,Male,Divorced,1,1,Y
21,Travel_Rarely,1,Marketing,12971,Male,Divorced,1,1,Y
41,Travel_Rarely,1,Medical,12972,Male,Divorced,1,1,Y
55,Travel_Frequently,3,Technical Degree,13198,Female,Married,3,1,Y
24,Travel_Frequently,3,Medical,13200,Female,Married,3,9,Y
28,Travel_Frequently,3,Technical Degree,13202,Female,Married,3,1,Y
30,Travel_Frequently,3,Medical,13203,Female,Married,3,9,Y
53,Travel_Frequently,3,Technical Degree,13206,Female,Married,3,1,Y
27,Travel_Frequently,3,Medical,13208,Female,Married,3,9,Y
26,Travel_Frequently,3,Technical Degree,13210,Female,Married,3,1,Y
22,Travel_Frequently,3,Medical,13211,Female,Married,3,9,Y
57,Travel_Rarely,3,Marketing,13229,Male,Married,26,2,Y
46,Travel_Rarely,3,Medical,13232,Male,Married,26,1,Y
60,Travel_Rarely,3,Marketing,13235,Male,Married,26,2,Y
31,Travel_Rarely,3,Medical,13236,Male,Married,26,1,Y
34,Travel_Rarely,3,Marketing,13237,Male,Married,26,2,Y
39,Travel_Rarely,3,Medical,13240,Male,Married,26,1,Y
38,Travel_Rarely,3,Marketing,13243,Male,Married,26,2,Y
36,Travel_Rarely,3,Medical,13244,Male,Married,26,1,Y
27,Travel_Rarely,4,Life Sciences,13657,Female,Divorced,11,4,Y
26,Travel_Rarely,4,Technical Degree,13660,Female,Divorced,11,4,Y
58,Travel_Rarely,4,Life Sciences,13661,Female,Divorced,11,4,Y
50,Travel_Rarely,4,Technical Degree,13662,Female,Divorced,11,4,Y
45,Travel_Rarely,4,Life Sciences,13665,Female,Divorced,11,4,Y
30,Travel_Rarely,4,Technical Degree,13668,Female,Divorced,11,4,Y
20,Travel_Rarely,4,Life Sciences,13669,Female,Divorced,11,4,Y
33,Travel_Rarely,4,Technical Degree,13670,Female,Divorced,11,4,Y
43,Travel_Frequently,3,Life Sciences,13768,Female,Divorced,8,0,Y
40,Travel_Frequently,3,Medical,13770,Female,Divorced,8,3,Y
31,Travel_Frequently,3,Life Sciences,13772,Female,Divorced,8,0,Y
59,Travel_Frequently,3,Medical,13773,Female,Divorced,8,3,Y
31,Travel_Frequently,3,Life Sciences,13776,Female,Divorced,8,0,Y
58,Travel_Frequently,3,Medical,13778,Female,Divorced,8,3,Y
42,Travel_Frequently,3,Life Sciences,13780,Female,Divorced,8,0,Y
42,Travel_Frequently,3,Medical,13781,Female,Divorced,8,3,Y
46,Travel_Rarely,1,Medical,13928,Male,Married,10,1,Y
47,Travel_Rarely,1,Medical,13929,Male,Married,10,1,Y
43,Travel_Rarely,1,Medical,13931,Male,Married,10,1,Y
32,Travel_Rarely,1,Medical,13932,Male,Married,10,1,Y
50,Travel_Rarely,1,Medical,13936,Male,Married,10,1,Y
54,Travel_Rarely,1,Medical,13937,Male,Married,10,1,Y
42,Travel_Rarely,1,Medical,13939,Male,Married,10,1,Y
47,Travel_Rarely,1,Medical,13940,Male,Married,10,1,Y
57,Travel_Rarely,1,Medical,14120,Female,Married,10,1,Y
46,Travel_Rarely,1,Marketing,14122,Female,Married,10,1,Y
50,Travel_Rarely,1,Medical,14123,Female,Married,10,1,Y
54,Travel_Rarely,1,Marketing,14124,Female,Married,10,1,Y
55,Travel_Rarely,1,Medical,14128,Female,Married,10,1,Y
45,Travel_Rarely,1,Marketing,14130,Female,Married,10,1,Y
31,Travel_Rarely,1,Medical,14131,Female,Married,10,1,Y
34,Travel_Rarely,1,Marketing,14132,Female,Married,10,1,Y
28,Travel_Rarely,1,Life Sciences,14304,Female,Married,6,0,Y
55,Travel_Rarely,1,Medical,14306,Female,Married,6,3,Y
44,Travel_Rarely,1,Life Sciences,14308,Female,Married,6,0,Y
33,Travel_Rarely,1,Medical,14309,Female,Married,6,3,Y
28,Travel_Rarely,1,Life Sciences,14311,Female,Married,6,0,Y
47,Travel_Rarely,1,Medical,14313,Female,Married,6,3,Y
58,Travel_Rarely,1,Life Sciences,14315,Female,Married,6,0,Y
35,Travel_Rarely,1,Medical,14316,Female,Married,6,3,Y
44,Travel_Frequently,1,Medical,14463,Male,Married,25,5,Y
50,Travel_Frequently,1,Life Sciences,14465,Male,Married,25,1,Y
46,Travel_Frequently,1,Medical,14467,Male,Married,25,5,Y
53,Travel_Frequently,1,Life Sciences,14468,Male,Married,25,1,Y
39,Travel_Frequently,1,Medical,14471,Male,Married,25,5,Y
55,Travel_Frequently,1,Life Sciences,14473,Male,Married,25,1,Y
58,Travel_Frequently,1,Medical,14475,Male,Married,25,5,Y
56,Travel_Frequently,1,Life Sciences,14476,Male,Married,25,1,Y
41,Travel_Rarely,3,Medical,14495,Female,Single,10,4,Y
51,Travel_Rarely,3,Life Sciences,14497,Female,Single,10,2,Y
39,Travel_Rarely,3,Medical,14499,Female,Single,10,4,Y
32,Travel_Rarely,3,Life Sciences,14500,Female,Single,10,2,Y
20,Travel_Rarely,3,Medical,14503,Female,Single,10,4,Y
35,Travel_Rarely,3,Life Sciences,14505,Female,Single,10,2,Y
20,Travel_Rarely,3,Medical,14507,Female,Single,10,4,Y
21,Travel_Rarely,3,Life Sciences,14508,Female,Single,10,2,Y
34,Travel_Rarely,3,Life Sciences,14913,Female,Divorced,3,1,Y
52,Travel_Rarely,3,Life Sciences,14914,Female,Divorced,3,2,Y
25,Travel_Rarely,3,Life Sciences,14916,Female,Divorced,3,1,Y
47,Travel_Rarely,3,Life Sciences,14917,Female,Divorced,3,2,Y
34,Travel_Rarely,3,Life Sciences,14921,Female,Divorced,3,1,Y
56,Travel_Rarely,3,Life Sciences,14922,Female,Divorced,3,2,Y
28,Travel_Rarely,3,Life Sciences,14924,Female,Divorced,3,1,Y
56,Travel_Rarely,3,Life Sciences,14925,Female,Divorced,3,2,Y
47,Travel_Rarely,3,Life Sciences,15300,Male,Divorced,6,1,Y
25,Travel_Rarely,3,Marketing,15302,Male,Divorced,6,0,Y
59,Travel_Rarely,3,Life Sciences,15303,Male,Divorced,6,1,Y
25,Travel_Rarely,3,Marketing,15304,Male,Divorced,6,0,Y
39,Travel_Rarely,3,Life Sciences,15310,Male,Divorced,6,1,Y
27,Travel_Rarely,3,Marketing,15312,Male,Divorced,6,0,Y
23,Travel_Rarely,3,Life Sciences,15313,Male,Divorced,6,1,Y
25,Travel_Rarely,3,Marketing,15314,Male,Divorced,6,0,Y
55,Travel_Rarely,3,Life Sciences,15650,Female,Divorced,9,3,Y
51,Travel_Rarely,3,Life Sciences,15652,Female,Divorced,9,1,Y
31,Travel_Rarely,3,Life Sciences,15653,Female,Divorced,9,3,Y
49,Travel_Rarely,3,Life Sciences,15654,Female,Divorced,9,1,Y
47,Travel_Rarely,3,Life Sciences,15658,Female,Divorced,9,3,Y
33,Travel_Rarely,3,Life Sciences,15660,Female,Divorced,9,1,Y
52,Travel_Rarely,3,Life Sciences,15661,Female,Divorced,9,3,Y
54,Travel_Rarely,3,Life Sciences,15662,Female,Divorced,9,1,Y
43,Travel_Rarely,4,Medical,16015,Female,Single,10,7,Y
60,Travel_Rarely,4,Life Sciences,16016,Female,Single,10,1,Y
41,Travel_Rarely,4,Medical,16018,Female,Single,10,7,Y
44,Travel_Rarely,4,Life Sciences,16019,Female,Single,10,1,Y
41,Travel_Rarely,4,Medical,16023,Female,Single,10,7,Y
49,Travel_Rarely,4,Life Sciences,16024,Female,Single,10,1,Y
49,Travel_Rarely,4,Medical,16026,Female,Single,10,7,Y
51,Travel_Rarely,4,Life Sciences,16027,Female,Single,10,1,Y
41,Travel_Rarely,2,Medical,16093,Female,Married,23,4,Y
43,Travel_Rarely,2,Life Sciences,16096,Female,Married,23,1,Y
34,Travel_Rarely,2,Medical,16097,Female,Married,23,4,Y
48,Travel_Rarely,2,Life Sciences,16098,Female,Married,23,1,Y
47,Travel_Rarely,2,Medical,16101,Female,Married,23,4,Y
52,Travel_Rarely,2,Life Sciences,16104,Female,Married,23,1,Y
33,Travel_Rarely,2,Medical,16105,Female,Married,23,4,Y
33,Travel_Rarely,2,Life Sciences,16106,Female,Married,23,1,Y
41,Travel_Rarely,3,Medical,16872,Female,Divorced,5,1,Y
35,Travel_Rarely,3,Technical Degree,16874,Female,Divorced,5,4,Y
31,Travel_Rarely,3,Medical,16875,Female,Divorced,5,1,Y
35,Travel_Rarely,3,Technical Degree,16876,Female,Divorced,5,4,Y
34,Travel_Rarely,3,Medical,16880,Female,Divorced,5,1,Y
56,Travel_Rarely,3,Technical Degree,16882,Female,Divorced,5,4,Y
55,Travel_Rarely,3,Medical,16883,Female,Divorced,5,1,Y
45,Travel_Rarely,3,Technical Degree,16884,Female,Divorced,5,4,Y
55,Travel_Rarely,1,Medical,17013,Female,Married,12,9,Y
32,Travel_Rarely,1,Marketing,17016,Female,Married,12,1,Y
36,Travel_Rarely,1,Medical,17017,Female,Married,12,9,Y
21,Travel_Rarely,1,Marketing,17018,Female,Married,12,1,Y
56,Travel_Rarely,1,Medical,17021,Female,Married,12,9,Y
41,Travel_Rarely,1,Marketing,17024,Female,Married,12,1,Y
33,Travel_Rarely,1,Medical,17025,Female,Married,12,9,Y
36,Travel_Rarely,1,Marketing,17026,Female,Married,12,1,Y
25,Travel_Rarely,3,Other,17030,Male,Single,10,1,Y
32,Travel_Rarely,3,Medical,17032,Male,Single,10,0,Y
37,Travel_Rarely,3,Other,17033,Male,Single,10,1,Y
38,Travel_Rarely,3,Medical,17034,Male,Single,10,0,Y
48,Travel_Rarely,3,Other,17038,Male,Single,10,1,Y
44,Travel_Rarely,3,Medical,17040,Male,Single,10,0,Y
22,Travel_Rarely,3,Other,17041,Male,Single,10,1,Y
20,Travel_Rarely,3,Medical,17042,Male,Single,10,0,Y
22,Travel_Rarely,1,Medical,17157,Male,Divorced,29,3,Y
45,Travel_Rarely,1,Medical,17159,Male,Divorced,29,0,Y
48,Travel_Rarely,1,Medical,17161,Male,Divorced,29,3,Y
52,Travel_Rarely,1,Medical,17162,Male,Divorced,29,0,Y
34,Travel_Rarely,1,Medical,17165,Male,Divorced,29,3,Y
40,Travel_Rarely,1,Medical,17167,Male,Divorced,29,0,Y
43,Travel_Rarely,1,Medical,17169,Male,Divorced,29,3,Y
60,Travel_Rarely,1,Medical,17170,Male,Divorced,29,0,Y
30,Travel_Rarely,3,Life Sciences,17446,Male,Divorced,10,1,Y
33,Travel_Rarely,3,Medical,17448,Male,Divorced,10,7,Y
43,Travel_Rarely,3,Life Sciences,17450,Male,Divorced,10,1,Y
50,Travel_Rarely,3,Medical,17451,Male,Divorced,10,7,Y
50,Travel_Rarely,3,Life Sciences,17454,Male,Divorced,10,1,Y
50,Travel_Rarely,3,Medical,17456,Male,Divorced,10,7,Y
56,Travel_Rarely,3,Life Sciences,17458,Male,Divorced,10,1,Y
40,Travel_Rarely,3,Medical,17459,Male,Divorced,10,7,Y
59,Travel_Rarely,1,Medical,17668,Male,Divorced,6,0,Y
44,Travel_Rarely,1,Marketing,17671,Male,Divorced,6,0,Y
19,Travel_Rarely,1,Medical,17672,Male,Divorced,6,0,Y
40,Travel_Rarely,1,Marketing,17673,Male,Divorced,6,0,Y
49,Travel_Rarely,1,Medical,17676,Male,Divorced,6,0,Y
23,Travel_Rarely,1,Marketing,17679,Male,Divorced,6,0,Y
44,Travel_Rarely,1,Medical,17680,Male,Divorced,6,0,Y
59,Travel_Rarely,1,Marketing,17681,Male,Divorced,6,0,Y
32,Travel_Frequently,1,Life Sciences,17942,Female,Married,4,0,Y
19,Travel_Frequently,1,Life Sciences,17944,Female,Married,4,1,Y
33,Travel_Frequently,1,Life Sciences,17946,Female,Married,4,0,Y
26,Travel_Frequently,1,Life Sciences,17947,Female,Married,4,1,Y
41,Travel_Frequently,1,Life Sciences,17950,Female,Married,4,0,Y
45,Travel_Frequently,1,Life Sciences,17951,Female,Married,4,1,Y
36,Travel_Frequently,1,Life Sciences,17953,Female,Married,4,0,Y
38,Travel_Frequently,1,Life Sciences,17954,Female,Married,4,1,Y
26,Travel_Rarely,1,Other,17985,Female,Married,9,3,Y
21,Travel_Rarely,1,Medical,17987,Female,Married,9,0,Y
22,Travel_Rarely,1,Other,17989,Female,Married,9,3,Y
33,Travel_Rarely,1,Medical,17990,Female,Married,9,0,Y
49,Travel_Rarely,1,Other,17993,Female,Married,9,3,Y
54,Travel_Rarely,1,Medical,17995,Female,Married,9,0,Y
35,Travel_Rarely,1,Other,17997,Female,Married,9,3,Y
27,Travel_Rarely,1,Medical,17998,Female,Married,9,0,Y
55,Travel_Rarely,3,Life Sciences,18201,Male,Married,5,6,Y
34,Travel_Rarely,3,Medical,18202,Male,Married,5,3,Y
31,Travel_Rarely,3,Life Sciences,18204,Male,Married,5,6,Y
34,Travel_Rarely,3,Medical,18205,Male,Married,5,3,Y
32,Travel_Rarely,3,Life Sciences,18208,Male,Married,5,6,Y
35,Travel_Rarely,3,Medical,18209,Male,Married,5,3,Y
58,Travel_Rarely,3,Life Sciences,18211,Male,Married,5,6,Y
40,Travel_Rarely,3,Medical,18212,Male,Married,5,3,Y
31,Travel_Rarely,1,Medical,18544,Male,Single,10,1,Y
57,Travel_Rarely,1,Life Sciences,18546,Male,Single,10,1,Y
31,Travel_Rarely,1,Medical,18547,Male,Single,10,1,Y
27,Travel_Rarely,1,Life Sciences,18548,Male,Single,10,1,Y
45,Travel_Rarely,1,Medical,18552,Male,Single,10,1,Y
50,Travel_Rarely,1,Life Sciences,18554,Male,Single,10,1,Y
24,Travel_Rarely,1,Medical,18556,Male,Single,10,1,Y
36,Travel_Rarely,1,Life Sciences,18629,Male,Single,10,1,Y
55,Travel_Frequently,1,Life Sciences,18631,Male,Divorced,6,1,Y
57,Travel_Frequently,1,Life Sciences,18632,Male,Divorced,6,0,Y
56,Travel_Frequently,1,Life Sciences,18633,Male,Divorced,6,1,Y
30,Travel_Frequently,1,Life Sciences,18637,Male,Divorced,6,0,Y
55,Travel_Frequently,1,Life Sciences,18639,Male,Divorced,6,1,Y
59,Travel_Frequently,1,Life Sciences,18640,Male,Divorced,6,0,Y
36,Travel_Frequently,1,Life Sciences,18641,Male,Divorced,6,1,Y
24,Travel_Frequently,1,Life Sciences,18738,Male,Divorced,6,0,Y
53,Travel_Rarely,1,Medical,18740,Female,Married,6,3,Y
60,Travel_Rarely,1,Life Sciences,18742,Female,Married,6,3,Y
27,Travel_Rarely,1,Medical,18743,Female,Married,6,3,Y
54,Travel_Rarely,1,Life Sciences,18745,Female,Married,6,3,Y
52,Travel_Rarely,1,Medical,18747,Female,Married,6,3,Y
37,Travel_Rarely,1,Life Sciences,18749,Female,Married,6,3,Y
38,Travel_Rarely,1,Medical,18750,Female,Married,6,3,Y
52,Travel_Rarely,1,Life Sciences,18904,Female,Married,6,3,Y
55,Travel_Rarely,3,Medical,18906,Female,Divorced,10,1,Y
49,Travel_Rarely,3,Medical,18907,Female,Divorced,10,1,Y
36,Travel_Rarely,3,Medical,18908,Female,Divorced,10,1,Y
49,Travel_Rarely,3,Medical,18912,Female,Divorced,10,1,Y
47,Travel_Rarely,3,Medical,18914,Female,Divorced,10,1,Y
50,Travel_Rarely,3,Medical,18915,Female,Divorced,10,1,Y
39,Travel_Rarely,3,Medical,18916,Female,Divorced,10,1,Y
45,Travel_Rarely,3,Medical,18997,Female,Divorced,10,1,Y
26,Travel_Rarely,3,Medical,18999,Male,Married,14,4,Y
41,Travel_Rarely,3,Life Sciences,19003,Male,Married,14,0,Y
29,Travel_Rarely,3,Medical,19004,Male,Married,14,4,Y
24,Travel_Rarely,3,Life Sciences,19005,Male,Married,14,0,Y
47,Travel_Rarely,3,Medical,19007,Male,Married,14,4,Y
54,Travel_Rarely,3,Life Sciences,19011,Male,Married,14,0,Y
28,Travel_Rarely,3,Medical,19012,Male,Married,14,4,Y
20,Travel_Rarely,3,Life Sciences,19363,Male,Married,14,0,Y
18,Travel_Rarely,3,Medical,19365,Male,Single,8,9,Y
42,Travel_Rarely,3,Medical,19366,Male,Single,8,6,Y
29,Travel_Rarely,3,Medical,19367,Male,Single,8,9,Y
40,Travel_Rarely,3,Medical,19371,Male,Single,8,6,Y
42,Travel_Rarely,3,Medical,19373,Male,Single,8,9,Y
34,Travel_Rarely,3,Medical,19374,Male,Single,8,6,Y
54,Travel_Rarely,3,Medical,19375,Male,Single,8,9,Y
28,Travel_Rarely,3,Medical,19395,Male,Single,8,6,Y
44,Travel_Rarely,4,Medical,19396,Female,Married,4,0,Y
46,Travel_Rarely,4,Medical,19400,Female,Married,4,1,Y
55,Travel_Rarely,4,Medical,19401,Female,Married,4,0,Y
38,Travel_Rarely,4,Medical,19403,Female,Married,4,1,Y
41,Travel_Rarely,4,Medical,19404,Female,Married,4,0,Y
46,Travel_Rarely,4,Medical,19408,Female,Married,4,1,Y
52,Travel_Rarely,4,Medical,19409,Female,Married,4,0,Y
34,Travel_Rarely,4,Medical,19490,Female,Married,4,1,Y
50,Travel_Rarely,3,Medical,19492,Male,Divorced,10,1,Y
31,Travel_Rarely,3,Life Sciences,19494,Male,Divorced,10,5,Y
24,Travel_Rarely,3,Medical,19495,Male,Divorced,10,1,Y
50,Travel_Rarely,3,Life Sciences,19498,Male,Divorced,10,5,Y
22,Travel_Rarely,3,Medical,19500,Male,Divorced,10,1,Y
41,Travel_Rarely,3,Life Sciences,19502,Male,Divorced,10,5,Y
43,Travel_Rarely,3,Medical,19503,Male,Divorced,10,1,Y
56,Travel_Rarely,3,Life Sciences,19984,Male,Divorced,10,5,Y
34,Travel_Frequently,1,Medical,19985,Male,Divorced,6,1,Y
32,Travel_Frequently,1,Other,19986,Male,Divorced,6,7,Y
25,Travel_Frequently,1,Medical,19987,Male,Divorced,6,1,Y
35,Travel_Frequently,1,Other,19988,Male,Divorced,6,7,Y
40,Travel_Frequently,1,Medical,19989,Male,Divorced,6,1,Y
42,Travel_Frequently,1,Other,19990,Male,Divorced,6,7,Y
45,Travel_Frequently,1,Medical,19991,Male,Divorced,6,1,Y
20,Travel_Frequently,1,Other,19992,Male,Divorced,6,7,Y
57,Travel_Rarely,1,Medical,19993,Male,Divorced,3,1,Y
54,Travel_Rarely,1,Marketing,19994,Male,Divorced,3,9,Y
