EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,EmployeeNumber
3,3,2,3,1,16544
3,3,2,3,2,16545
3,3,2,3,1,16547
3,4,3,3,2,16549
3,4,3,4,2,16552
3,4,3,3,2,16553
3,4,3,3,2,17205
3,4,3,3,2,17207
3,4,3,4,2,17211
3,4,3,3,2,17212
3,4,3,3,2,17213
3,1,3,3,2,17215
3,1,3,3,2,17218
3,1,3,3,2,17219
3,1,3,3,2,17417
3,1,3,3,2,17419
3,1,3,3,2,17420
3,1,3,3,2,17421
3,1,3,3,2,17425
4,3,4,3,3,17427
4,3,4,3,3,17428
4,3,4,3,3,17429
4,3,4,3,3,17620
4,3,4,3,3,17622
4,3,4,3,3,17624
4,3,4,3,4,17625
4,3,4,3,3,17628
4,4,2,4,1,17630
4,4,2,3,1,17632
4,4,2,3,1,17633
4,4,2,3,1,17808
4,4,2,4,1,17810
4,4,2,3,1,17812
4,4,2,3,1,17813
4,4,2,3,1,17816
3,3,4,3,2,17817
3,3,4,3,2,17819
3,3,4,4,2,17820
3,3,4,4,2,18050
3,3,4,3,2,18052
3,3,4,3,2,18053
3,3,4,4,2,18054
3,3,4,4,2,18058
4,2,2,3,2,18060
4,2,2,3,2,18061
4,2,2,3,2,18062
4,2,2,3,2,18200
4,2,2,3,2,18203
4,2,2,3,2,18206
4,2,2,3,2,18207
4,2,2,3,2,18210
4,2,2,3,1,18213
4,2,2,3,1,18214
4,2,2,3,1,18660
4,2,2,3,1,18661
4,2,2,3,1,18663
4,2,2,3,1,18664
4,2,2,3,2,18668
4,2,2,3,3,18669
4,3,1,3,2,18671
4,3,1,3,2,18672
4,3,1,3,2,19029
4,3,1,3,2,19031
4,3,1,3,2,19033
4,3,1,3,2,19034
4,3,1,3,2,19037
4,3,1,3,2,19039
4,2,4,3,4,19041
4,2,4,3,4,19042
4,2,4,4,4,19602
4,2,4,4,4,19605
4,2,4,3,4,19606
4,2,4,3,4,19607
4,2,4,4,4,19610
4,2,4,4,4,19613
2,4,4,4,4,19614
2,4,4,4,4,19615
2,4,4,3,4,19699
2,4,4,3,4,19700
2,4,4,4,4,19702
2,4,4,3,4,19703
2,4,4,3,2,19707
4,1,4,3,4,19708
4,1,4,3,4,19710
4,1,4,3,4,19711
4,1,4,3,4,19842
4,1,4,3,4,19845
4,1,4,3,4,19846
4,1,4,3,4,19847
4,1,4,3,4,19850
4,3,2,3,3,19853
4,3,2,3,3,19854
4,3,2,3,3,19855
4,3,2,3,3,19875
4,3,2,3,3,19876
4,3,2,3,3,19878
4,3,2,3,3,19879
4,3,2,3,3,19883
1,3,3,3,1,19884
1,3,3,3,1,19886
1,3,3,3,1,20141
1,3,3,3,1,20144
1,3,3,3,1,20145
1,3,3,3,1,20146
1,3,3,3,1,20149
1,3,3,3,1,20152
4,3,3,3,2,20153
4,3,3,3,2,20154
4,3,3,3,2,20892
4,3,3,3,2,20894
4,3,3,3,2,20897
4,3,3,3,2,20898
4,3,3,3,2,20900
4,3,3,3,2,20902
4,1,3,3,3,20905
4,1,3,3,3,20906
4,1,3,3,3,21082
4,1,3,3,3,21083
4,1,3,3,3,21084
4,1,3,3,3,21085
4,1,3,3,3,21086
4,1,3,3,3,21087
4,1,3,3,3,21088
4,1,3,3,3,21089
4,1,3,4,3,21090
4,1,3,4,3,21091
4,1,3,3,3,21092
4,1,3,3,3,21093
4,1,3,4,3,21094
2,3,2,3,2,21095
2,3,2,3,2,21096
2,3,2,3,2,21097
2,3,2,3,2,21705
2,3,2,3,2,21706
2,3,2,3,2,21710
2,3,2,3,2,21711
2,3,2,4,2,21713
4,3,1,3,3,21714
4,3,1,3,3,21718
4,3,1,4,3,21719
4,3,1,4,3,21823
4,3,1,3,3,21824
4,3,1,3,3,21828
4,3,1,4,3,21829
4,3,1,4,3,21831
4,3,4,3,3,21832
4,3,4,3,3,21836
4,3,4,3,3,21837
4,3,4,3,3,22197
4,3,4,3,3,22200
4,3,4,3,3,22201
4,3,4,3,3,22202
4,3,4,3,3,22205
4,3,4,3,3,22208
4,3,4,3,3,22209
4,3,4,3,3,22210
4,3,4,3,3,22293
4,3,4,3,3,22296
4,3,4,3,3,22297
4,3,4,3,3,22298
4,3,4,3,3,22301
4,3,4,3,4,22304
4,3,4,4,4,22305
4,3,4,3,4,22306
4,3,4,3,4,22807
4,3,4,3,4,22809
4,3,4,4,4,22810
4,3,4,3,4,22811
4,3,4,3,4,22814
4,4,1,4,4,22817
4,4,1,4,4,22818
4,4,1,3,4,22819
4,4,1,3,4,22838
4,4,1,4,4,22840
4,4,1,4,4,22842
4,4,1,3,4,22843
4,4,1,3,4,22846
3,3,4,3,2,22848
3,3,4,3,2,22850
3,3,4,3,2,22851
3,3,4,3,2,22888
3,3,4,3,2,22890
3,3,4,3,2,22894
3,3,4,3,2,22895
3,3,4,3,2,22896
4,2,4,3,2,22898
4,2,4,3,2,22902
4,2,4,4,2,22903
4,2,4,4,2,23059
4,2,4,3,2,23061
4,2,4,3,2,23064
4,2,4,4,2,23065
4,2,4,4,2,23067
3,2,2,4,3,23069
3,2,2,3,3,23072
3,2,2,3,3,23073
3,2,2,3,3,23170
3,2,2,4,3,23172
3,2,2,3,3,23176
3,2,2,3,3,23177
3,2,2,3,3,23178
2,2,2,3,2,23180
2,2,2,3,2,23184
2,2,2,3,2,23185
2,2,2,3,2,23237
2,2,2,3,2,23238
2,2,2,3,2,23240
2,2,2,3,2,23241
2,2,2,3,2,23493
3,3,4,4,3,23494
3,3,4,3,3,23496
3,3,4,3,3,23497
3,3,4,3,3,23501
3,3,4,4,3,23502
3,3,4,3,3,23505
3,3,4,3,3,10968
3,3,4,3,3,709
4,3,4,4,2,711
4,3,4,3,2,715
4,3,4,3,2,716
4,3,4,3,2,717
4,3,4,4,2,719
4,3,4,3,2,723
4,3,4,3,2,724
4,3,4,3,2,8458
4,3,1,3,4,8460
4,3,1,3,4,8464
4,3,1,3,4,8465
4,3,1,3,4,8466
4,3,1,3,4,8467
4,3,1,3,4,8468
4,3,1,3,4,8470
4,3,1,3,4,8474
4,2,4,3,1,8475
4,2,4,3,1,10065
4,2,4,3,1,10066
4,2,4,3,1,10068
4,2,4,3,1,10069
4,2,4,3,1,10073
4,2,4,3,1,10074
4,2,4,3,1,10076
4,4,3,3,1,10077
4,4,3,3,1,10192
4,4,3,3,1,10193
4,4,3,3,1,10197
4,4,3,3,1,10198
4,4,3,3,1,10200
4,4,3,3,1,10201
4,4,3,,1,10205
3,2,2,4,3,10206
1,2,3,3,3,12672
1,2,3,4,3,12674
1,2,3,3,3,12677
1,2,3,3,3,12678
1,2,3,3,3,12680
1,2,3,4,3,12682
1,2,3,3,3,12685
1,2,3,3,3,12847
2,3,3,3,1,12849
2,3,3,3,1,12853
2,3,3,3,1,12854
2,3,3,3,1,12855
2,3,3,3,1,12857
2,3,3,3,3,12861
2,3,3,3,3,12862
2,3,3,3,1,20844
2,3,3,3,1,20845
2,3,3,3,1,20849
3,2,4,4,3,20850
3,2,4,3,3,20852
3,2,4,4,3,20853
3,2,4,4,3,20857
3,2,4,4,3,20858
3,2,4,3,3,22182
3,2,4,4,3,22184
3,2,4,4,3,22187
3,2,3,4,2,22188
3,2,3,3,2,22190
3,2,3,4,2,22192
3,2,3,4,2,22195
3,2,3,4,2,22196
3,2,3,3,2,23220
3,2,3,4,2,23222
3,2,3,4,2,23226
3,2,4,3,3,23227
3,2,4,3,3,23228
3,2,4,3,3,23230
3,2,4,3,3,23234
3,2,4,3,3,23235
3,2,4,3,3,23364
3,2,4,3,3,23367
3,2,4,3,3,23370
4,3,3,3,4,23371
4,3,3,3,4,23372
4,3,3,3,4,23375
4,3,3,3,4,23378
4,3,3,3,4,23379
4,3,3,3,4,272
4,3,3,3,4,1129
4,3,3,3,4,1132
4,3,1,3,2,1135
4,3,1,3,2,1136
4,3,1,3,2,1137
4,3,1,3,2,1140
4,3,1,3,2,1143
4,3,1,3,2,1144
4,3,1,3,2,1317
4,3,1,3,2,1318
4,3,1,3,1,1322
4,3,1,3,1,1323
4,3,1,3,1,1324
4,3,1,3,1,1325
4,3,1,3,1,1329
4,3,1,3,1,1330
4,3,1,3,1,1645
4,3,1,3,1,1647
2,3,3,3,4,1650
2,3,3,3,4,1651
2,3,3,3,4,1653
2,3,3,3,4,1655
2,3,3,3,4,1658
2,3,3,3,4,1659
2,3,3,3,4,1799
2,3,3,3,4,1801
4,2,1,3,2,1805
4,2,1,3,2,1806
4,2,1,3,2,1808
4,2,1,3,2,1812
4,2,1,3,2,1813
4,2,1,3,2,2192
4,2,1,3,2,2194
4,2,1,3,2,2198
1,3,3,3,1,2199
2,2,3,3,4,2200
2,2,3,4,4,2202
2,2,3,3,4,2206
2,2,3,3,4,2207
2,2,3,3,4,2367
2,2,3,4,4,2369
2,2,3,3,4,2372
2,2,3,3,4,2373
1,4,4,3,2,2375
1,4,4,3,2,2377
1,4,4,3,2,2379
1,4,4,3,2,2380
1,4,4,3,2,2720
1,4,4,3,2,2723
1,4,4,3,2,2726
1,4,4,3,2,2727
1,3,3,4,1,2728
1,3,3,4,1,2731
1,3,3,4,1,2734
1,3,3,4,1,2735
1,3,3,4,1,3005
1,3,3,4,1,3007
1,3,3,4,1,3011
1,3,3,4,1,3012
1,3,2,3,1,3013
1,3,2,3,1,3015
1,3,2,3,1,3019
1,3,2,3,1,3020
1,3,2,3,1,3268
1,3,2,3,1,3270
1,3,2,3,1,3273
3,3,4,3,4,3274
3,3,4,3,4,3276
3,3,4,3,4,3278
3,3,4,3,4,3281
3,3,4,3,4,3282
3,3,4,3,4,3813
3,3,4,3,4,3815
3,3,4,3,4,3819
1,3,3,3,2,3820
1,3,3,3,2,3821
1,3,3,4,2,3823
1,3,3,4,2,3827
1,3,3,3,2,3828
1,3,3,3,2,4554
1,3,3,4,2,4556
1,3,3,4,2,4560
3,3,2,3,2,4561
3,3,2,4,2,4562
3,3,2,3,2,4564
3,3,2,3,2,4568
3,3,2,3,2,4569
3,3,2,4,2,4765
3,3,2,3,2,4766
3,3,2,3,2,4770
3,2,3,4,4,4771
3,2,3,3,4,4772
3,2,3,3,4,4773
3,2,3,3,4,4777
3,2,3,4,4,4778
3,2,3,3,4,5215
3,2,3,3,4,5217
3,2,3,3,4,5220
1,3,4,3,1,5221
1,3,4,4,1,5223
1,3,4,3,1,5225
1,3,4,3,1,5228
1,3,4,3,1,5229
1,3,4,4,1,5357
1,3,4,3,1,5358
1,3,4,3,1,5362
4,3,4,4,3,5363
4,3,4,3,3,5365
4,3,4,3,3,5366
4,3,4,3,3,5370
4,3,4,4,3,5371
4,3,4,3,3,5420
4,3,4,3,3,5421
4,3,4,3,3,5425
1,3,2,4,1,5426
1,3,2,3,1,5428
1,3,2,3,1,5429
1,3,2,3,1,5432
1,3,2,4,1,5433
1,3,2,3,1,5939
1,3,2,3,1,5942
1,3,2,3,1,5945
2,3,2,3,3,5946
2,3,2,3,3,5947
2,3,2,3,3,5950
2,3,2,3,3,5953
2,3,2,3,3,5954
2,3,2,3,3,6702
2,3,2,3,3,6704
2,3,2,3,3,6707
2,3,4,3,4,6708
2,3,4,3,4,6709
2,3,4,3,4,6711
2,3,4,3,4,6714
2,3,4,3,4,6715
2,3,4,3,4,6851
2,3,4,3,4,6854
2,3,4,3,4,6857
2,2,3,4,2,6858
2,2,3,3,2,6861
2,2,3,3,2,6864
2,2,3,3,2,6865
2,2,3,4,2,7653
2,2,3,3,2,7655
2,2,3,3,2,7659
2,2,3,3,2,7660
2,3,4,3,1,7661
2,3,4,3,1,7663
2,3,4,3,1,7667
2,3,4,3,1,7668
2,3,4,3,1,8247
2,3,4,3,1,8249
2,3,4,3,1,8252
2,3,4,3,1,8253
4,2,4,3,4,8255
4,2,4,3,4,8257
4,2,4,3,4,8260
4,2,4,3,4,8261
4,2,4,3,4,8374
4,2,4,3,4,8377
4,2,4,3,4,8380
4,2,4,3,4,8381
2,1,3,3,4,8382
2,1,3,3,4,8385
2,1,3,3,4,8387
2,1,3,3,4,8388
2,1,3,3,4,8655
2,1,3,3,4,8657
2,1,3,3,4,8661
2,1,3,3,4,8662
2,2,3,3,2,8663
2,2,3,3,2,8664
2,2,3,3,2,8665
2,2,3,3,2,8667
2,2,3,3,2,8671
2,2,3,3,2,8672
2,2,3,3,2,9444
1,3,2,3,3,9447
1,3,2,4,3,9450
1,3,2,3,3,9451
1,3,2,3,3,9452
1,3,2,3,3,9455
1,3,2,4,3,9458
1,3,2,3,3,9459
1,3,2,3,3,10368
2,2,3,3,3,10370
2,2,3,3,3,10371
2,2,3,3,3,10372
2,2,3,3,3,10376
2,2,3,3,3,10378
2,2,3,3,3,10379
2,2,3,3,3,10380
2,2,3,3,3,10477
4,4,3,4,3,10479
4,4,3,3,3,10483
4,4,3,3,3,10484
4,4,3,3,3,10485
4,4,3,4,3,10488
4,4,3,3,3,10491
4,4,3,3,3,10492
4,4,3,3,3,11195
4,3,2,3,4,11196
4,3,2,4,4,11200
4,3,2,3,4,11201
4,3,2,3,4,11203
4,3,2,3,4,11204
4,3,2,3,3,11208
4,3,2,3,4,11209
4,3,2,4,4,11459
4,3,2,3,4,11461
4,3,2,3,4,11465
3,3,3,3,4,11466
3,3,3,3,4,11467
3,3,3,3,4,11469
3,3,3,3,4,11473
3,3,3,3,4,11474
3,3,3,3,4,11563
3,3,3,3,4,11566
3,3,3,3,4,11569
3,3,4,3,3,11570
3,3,4,3,3,11573
3,3,4,3,3,11576
3,3,4,3,3,11577
3,3,4,3,3,11890
3,3,4,3,3,11893
3,3,4,3,3,11896
3,3,4,3,3,11897
1,3,1,3,4,11898
1,3,1,3,4,11901
1,3,1,3,4,11904
1,3,1,3,4,11905
1,3,1,3,4,12042
1,3,1,3,4,12046
1,3,1,3,4,12047
1,3,1,3,4,12048
3,3,4,3,2,12050
3,3,4,3,2,12054
3,3,4,3,2,12055
3,3,4,3,2,12128
3,3,4,3,2,12129
3,3,4,3,2,12133
3,3,4,3,2,12134
3,3,4,3,2,12136
4,3,4,4,3,12137
4,3,4,3,3,12141
4,3,4,4,3,12142
4,3,4,4,3,12284
4,3,4,4,3,12286
4,3,4,3,3,12290
4,3,4,4,3,12291
4,3,4,4,3,12292
4,3,3,4,4,12294
4,3,3,3,4,12298
4,3,3,3,4,12299
4,3,3,3,4,12960
4,3,3,3,4,12961
4,3,3,3,4,12965
4,3,3,3,4,12966
1,3,4,3,2,12968
1,3,4,3,2,12969
1,3,4,3,2,12973
1,3,4,3,2,12974
1,3,4,3,2,13613
1,3,4,3,2,13617
1,3,4,3,2,13618
1,3,4,3,2,13620
4,3,3,3,1,13621
4,3,3,3,1,13625
4,3,3,3,1,13626
4,3,3,3,1,13895
4,3,3,3,1,13897
4,3,3,3,1,13901
4,3,3,3,1,13902
4,3,3,3,1,13903
3,3,3,4,2,13905
3,3,3,3,2,13909
3,3,3,3,2,13910
3,3,3,3,2,13976
3,3,3,4,2,13977
3,3,3,3,2,13981
3,3,3,3,2,13982
3,3,3,3,2,13984
2,3,3,3,4,13985
2,3,3,4,4,13989
2,3,3,3,4,13990
2,3,3,3,4,15135
2,3,3,3,4,15138
2,3,3,4,4,15141
2,3,3,3,4,15142
2,3,3,3,4,15143
3,3,4,4,1,15146
3,3,4,3,1,15149
3,3,4,4,1,15150
3,3,4,4,1,15152
3,3,4,4,1,15153
3,3,4,3,1,15157
3,3,4,4,1,15158
3,3,4,4,1,15160
3,1,3,3,2,15161
3,1,3,3,2,15165
3,1,3,3,2,15166
3,1,3,3,2,15414
3,1,3,3,2,15416
3,1,3,3,2,15417
3,1,3,3,2,15418
4,3,1,3,3,15422
4,3,1,3,3,15424
4,3,1,4,3,15425
4,3,1,4,3,15426
4,3,1,3,3,15713
4,3,1,3,3,15714
4,3,1,4,3,15718
4,3,1,4,3,15719
3,3,3,3,1,15721
3,3,3,3,1,15722
3,3,3,3,1,15726
3,3,3,3,1,15727
3,3,3,3,1,16294
3,3,3,3,1,16295
3,3,3,3,1,16299
3,3,3,3,1,16300
4,3,1,3,2,16302
4,3,1,3,2,16303
4,3,1,3,2,16307
4,3,1,3,2,16308
4,3,1,3,2,16586
4,3,1,3,2,16588
4,3,1,3,2,16591
4,3,1,3,2,16592
3,2,2,3,3,16594
3,2,2,4,3,16596
3,2,2,3,3,16599
3,2,2,3,3,16600
3,2,2,3,3,17094
3,2,2,4,3,17096
3,2,2,3,3,17099
3,2,2,3,3,17100
3,3,2,3,2,17102
3,3,2,3,2,17104
3,3,2,3,2,17107
3,3,2,3,2,17108
3,3,2,3,2,17384
3,3,2,3,2,17387
3,3,2,3,2,17390
3,3,2,3,2,17391
3,3,3,3,3,17392
3,3,3,3,3,17395
3,3,3,3,3,17398
3,3,3,3,3,17399
3,3,3,3,3,18001
3,3,3,3,3,18003
3,3,3,3,3,18007
3,3,3,3,3,18008
3,2,4,3,3,18009
3,2,4,3,3,18011
3,2,4,3,3,18015
3,2,4,3,3,18016
3,2,4,3,3,18080
3,2,4,3,3,18082
3,2,4,3,3,18085
3,2,4,3,3,18086
4,3,4,4,3,18088
4,3,4,3,3,18090
4,3,4,3,3,18093
4,3,4,3,3,18094
4,3,4,4,3,18185
4,3,4,3,3,18188
4,3,4,3,3,18191
4,3,4,3,3,18192
4,2,1,3,3,18195
4,2,1,4,3,18198
4,2,1,3,3,18199
4,2,1,3,3,18261
4,2,1,3,3,18262
4,2,1,4,3,18266
4,2,1,3,3,18267
4,2,1,3,3,18268
3,1,4,3,4,18269
3,1,4,4,4,18273
3,1,4,3,4,18274
3,1,4,3,4,18823
3,1,4,3,4,18825
3,1,4,4,4,18829
3,1,4,3,4,18830
3,1,4,3,4,18831
3,3,3,3,3,18833
3,3,3,3,3,18837
3,3,3,3,3,18838
3,3,3,3,3,21903
3,3,3,3,3,21904
3,3,3,3,3,21908
3,3,3,3,3,21909
3,3,3,3,3,21911
4,2,3,3,2,21912
4,2,3,4,2,21916
4,2,3,3,2,21917
4,2,3,3,2,23512
4,2,3,3,2,935
4,2,3,4,2,937
4,2,3,3,2,941
4,2,3,3,2,942
2,3,3,3,3,943
2,3,3,3,3,945
2,3,3,3,3,949
2,3,3,3,3,950
2,3,3,3,3,952
2,3,3,3,3,953
2,3,3,3,3,957
4,2,1,3,1,958
4,2,1,3,1,960
4,2,1,3,1,961
4,2,1,3,1,965
4,2,1,3,1,966
4,2,1,3,1,18753
4,2,1,3,1,18755
4,2,1,3,1,18758
4,2,1,3,3,18759
4,2,1,4,3,18761
4,2,1,3,3,18763
4,2,1,3,3,18766
4,2,1,3,3,18767
4,2,1,4,3,19252
4,2,1,3,3,19254
4,2,1,3,3,19258
4,3,2,3,3,19259
4,3,2,3,3,19260
4,3,2,3,3,19262
4,3,2,3,3,19266
4,3,2,3,3,19267
4,3,2,3,3,3670
4,3,2,3,3,3672
4,3,2,3,3,3675
,,,,,3676
1,2,3,3,4,3678
1,2,3,3,4,3680
1,2,3,3,4,3683
1,2,3,3,4,3684
1,2,3,3,4,5295
1,2,3,3,4,5296
1,2,3,3,4,5300
1,2,3,3,4,5301
1,3,3,4,3,5303
1,3,3,3,3,5304
1,3,3,3,3,5307
1,3,3,3,3,5308
1,3,3,4,3,5310
1,3,3,3,3,5312
1,3,3,3,3,5315
1,3,3,3,3,5316
4,3,1,3,3,5318
4,3,1,3,3,5320
4,3,1,3,3,5322
4,3,1,3,3,5323
4,3,1,3,3,5702
4,3,1,3,3,5705
4,3,1,3,3,5708
4,3,1,3,3,5709
4,3,3,3,3,5710
4,3,3,3,3,5064
4,3,3,3,3,5716
4,3,3,3,3,5717
4,3,3,3,3,6436
4,3,3,3,3,6437
4,3,3,3,3,6441
4,3,3,3,3,6442
1,1,3,3,4,6444
1,1,3,3,4,6445
1,1,3,3,4,6449
1,1,3,3,4,6450
1,1,3,3,4,6927
1,1,3,3,4,6928
1,1,3,3,4,6932
1,1,3,3,4,6933
2,2,4,4,1,6934
2,2,4,3,1,6935
2,2,4,3,1,6939
2,2,4,3,1,6940
2,2,4,4,1,7136
2,2,4,3,1,7138
2,2,4,3,1,7142
2,2,4,3,1,7143
2,3,3,3,1,7144
2,3,3,3,1,7146
2,3,3,3,1,7150
2,3,3,3,1,7151
2,3,3,3,1,7805
2,3,3,3,1,7807
2,3,3,3,1,7810
2,3,3,3,1,7811
1,3,3,3,2,7812
1,3,3,3,2,7814
1,3,3,4,2,7817
1,3,3,4,2,7818
1,3,3,3,2,7880
1,3,3,3,2,7882
1,3,3,4,2,7886
1,3,3,4,2,7887
2,3,3,4,1,7888
2,3,3,3,1,7890
2,3,3,3,1,7894
2,3,3,3,1,7895
2,3,3,4,1,8326
2,3,3,3,1,8328
2,3,3,3,1,8332
2,3,3,3,1,8333
2,1,3,3,3,8334
2,1,3,4,3,8336
2,1,3,3,3,8340
2,1,3,3,3,8341
2,1,3,3,3,9269
2,1,3,4,3,9271
2,1,3,3,3,9274
2,1,3,3,3,9275
2,3,4,4,1,9277
2,3,4,3,1,9279
2,3,4,3,1,9282
2,3,4,3,1,9283
2,3,4,4,1,10891
2,3,4,3,1,10894
2,3,4,3,1,10897
2,3,4,3,1,10898
2,2,2,3,4,10899
2,2,2,4,4,10902
2,2,2,3,4,10905
2,2,2,3,4,10906
2,2,2,3,4,11004
2,2,2,4,4,11006
2,2,2,3,4,11009
2,2,2,3,4,11010
4,2,1,3,1,11012
4,2,1,3,1,11014
4,2,1,3,1,11017
4,2,1,3,1,11018
4,2,1,3,1,11132
4,2,1,3,1,11133
4,2,1,3,1,11137
4,2,1,3,1,11138
2,4,2,3,4,11140
2,4,2,3,4,11141
2,4,2,3,4,11145
2,4,2,3,4,11146
2,4,2,3,4,11772
2,4,2,3,4,11774
2,4,2,3,4,11778
2,4,2,3,4,11779
3,3,1,3,2,11780
3,3,1,3,2,11782
3,3,1,3,2,11786
3,3,1,3,2,11787
3,3,1,3,2,11788
3,3,1,3,2,11791
3,3,1,3,2,11794
3,3,1,3,2,11795
4,3,3,4,1,11796
4,3,3,4,1,11799
4,3,3,3,1,11801
4,3,3,3,1,11802
4,3,3,4,1,12073
4,3,3,4,1,12074
4,3,3,3,1,12079
4,3,3,3,1,12081
3,2,1,3,2,12082
3,2,1,3,2,12093
3,2,1,3,2,12094
3,2,1,3,2,12895
3,2,1,3,2,12897
3,2,1,3,2,12901
3,2,1,3,2,12902
3,2,1,3,2,12903
3,2,4,3,1,12905
3,2,4,3,1,12909
3,2,4,3,1,12910
3,2,4,3,1,14431
3,2,4,3,1,14433
3,2,4,3,1,14437
3,2,4,3,1,14438
3,2,4,3,1,14439
1,2,3,3,4,14441
1,2,3,3,4,14445
1,2,3,3,4,14446
1,2,3,3,4,14479
1,2,3,3,4,14481
1,2,3,3,4,14485
1,2,3,3,4,14486
1,2,3,3,4,14487
3,2,3,3,2,14489
3,2,3,4,2,14493
3,2,3,3,2,14494
3,2,3,3,2,14590
3,2,3,3,2,14592
3,2,3,4,2,14595
3,2,3,3,2,14596
3,2,3,3,2,14598
3,3,1,4,3,14600
3,3,1,3,3,14603
3,3,1,3,3,14604
3,3,1,3,3,15524
3,3,1,4,3,15526
3,3,1,3,3,15528
3,3,1,3,3,15529
3,3,1,3,3,15532
1,4,4,3,3,15534
1,4,4,3,3,15536
1,4,4,4,3,15537
1,4,4,4,3,16110
1,4,4,3,3,16111
1,4,4,3,3,16113
1,4,4,4,3,16114
1,4,4,4,3,16118
4,4,2,3,3,16119
4,4,2,3,3,16121
4,4,2,3,3,16122
4,4,2,3,3,16617
4,4,2,3,3,16620
4,4,2,3,3,16623
4,4,2,3,3,16624
4,4,2,3,3,16625
4,2,4,3,3,16628
4,2,4,3,3,16631
4,2,4,3,3,16632
4,2,4,3,3,16809
4,2,4,3,3,16810
4,2,4,3,3,16814
4,2,4,3,3,16815
4,2,4,3,3,16817
3,1,4,3,4,16818
3,1,4,3,4,16822
3,1,4,3,4,16823
3,1,4,3,4,17652
3,1,4,3,4,17654
3,1,4,3,4,17656
3,1,4,3,4,17657
3,1,4,3,4,17660
4,3,4,4,3,17662
4,3,4,4,3,17664
4,3,4,3,3,17665
4,3,4,3,3,17821
4,3,4,4,3,17824
4,3,4,4,3,17827
4,3,4,3,3,17828
4,3,4,3,3,17829
3,2,1,3,1,17831
3,2,1,4,1,17834
3,2,1,4,1,17835
3,2,1,4,1,18473
3,2,1,3,1,18474
3,2,1,4,1,18478
3,2,1,4,1,18479
3,2,1,4,1,18481
3,3,1,4,1,18482
3,3,1,3,1,18486
3,3,1,3,1,18487
3,3,1,3,1,18643
3,3,1,4,1,18646
3,3,1,3,1,18649
3,3,1,3,1,18650
3,3,1,3,1,18651
4,3,4,3,3,18654
4,3,4,3,3,18657
4,3,4,3,3,18658
4,3,4,3,3,19491
4,3,4,3,3,19493
4,3,4,3,3,19496
4,3,4,3,3,19497
4,3,4,3,3,19499
3,3,3,4,3,19501
3,3,3,3,3,19504
3,3,3,3,3,19505
3,3,3,3,3,21035
3,3,3,4,3,21037
3,3,3,3,3,21040
3,3,3,3,3,21041
3,3,3,3,3,21043
3,3,1,3,4,21045
3,3,1,3,4,21048
3,3,1,3,4,21049
3,3,1,3,4,21274
3,3,1,3,4,21276
3,3,1,3,4,21280
3,3,1,3,4,21281
3,3,1,3,4,21282
4,2,3,3,4,21284
4,2,3,4,4,21288
4,2,3,3,4,21289
4,2,3,3,4,21592
4,2,3,3,4,21594
4,2,3,4,4,21598
4,2,3,3,4,21599
4,2,3,3,4,21600
3,2,4,3,2,21602
3,2,4,3,2,21606
3,2,4,4,2,21607
3,2,4,4,2,22644
3,2,4,3,2,22646
3,2,4,3,2,22649
3,2,4,4,2,22650
3,2,4,4,2,22652
4,3,3,3,3,22654
4,3,3,3,3,22659
4,3,3,3,3,22660
4,3,3,3,3,1183
4,3,3,3,3,1193
4,3,3,3,3,7158
4,3,3,3,3,7169
4,3,3,3,3,9669
4,3,4,3,3,9671
4,3,4,3,3,9674
4,3,4,4,3,9675
4,3,4,4,3,9677
4,3,4,3,3,9679
4,3,4,3,3,9682
4,3,4,4,3,9683
4,3,4,4,3,17778
4,2,2,3,4,17780
4,2,2,3,4,17784
4,2,2,3,4,17785
4,2,2,3,4,17786
4,2,2,3,4,17787
4,2,2,3,4,17791
4,2,2,3,4,17792
4,2,2,3,4,22325
4,3,4,3,2,22328
4,3,4,3,2,22331
4,3,4,3,2,22332
4,3,4,3,2,22333
4,3,4,3,2,22336
4,3,4,3,2,22339
4,3,4,3,2,22340
4,3,4,3,2,23047
4,3,2,4,1,23049
4,3,2,3,1,23053
4,3,2,3,1,23055
4,3,2,3,1,399
4,3,2,4,1,401
4,3,2,3,1,405
4,3,2,3,1,406
4,3,2,3,1,407
4,3,3,4,1,408
4,3,3,4,1,409
1,3,3,4,1,411
1,3,3,4,1,415
3,2,4,3,2,416
3,2,4,3,2,525
3,2,4,4,2,527
3,2,4,4,2,529
3,2,4,3,2,530
3,2,4,3,2,532
3,2,4,4,2,533
3,2,4,4,2,534
3,2,4,3,2,536
3,2,4,3,2,538
3,2,4,3,2,539
3,2,4,3,2,742
3,2,4,3,2,743
3,2,4,3,2,747
3,2,4,3,2,748
3,2,4,3,2,750
1,3,1,3,2,751
1,3,1,3,2,755
1,3,1,3,2,756
1,3,1,3,2,2523
1,3,1,3,2,2526
1,3,1,3,2,2529
1,3,1,3,2,2530
1,3,1,3,2,2531
4,3,3,3,1,2533
4,3,3,3,1,2536
4,3,3,3,1,2537
4,3,3,3,1,3021
1,2,4,3,3,3024
1,2,4,3,3,3027
1,2,4,3,3,3028
1,2,4,3,3,3029
1,2,4,3,3,3032
2,1,4,3,4,3035
1,3,3,3,3,3036
1,2,4,3,3,3401
1,2,4,3,3,3411
